CAS Reg. No.,PubChem SMILES,Mol. wt.,JR Tb /K,CRC Tb /K
273-53-0,C1=CC=C2C(=C1)N=CO2,119.12299999999996,482.64,458.45
1205-64-7,CC1=CC(=CC=C1)NC2=CC=CC=C2,183.2540000000001,605.55,589.15
102-53-4,CCN(CC)CN(CC)CC,158.2890000000002,430.4,425.15
591-22-0,CC1=CC(=CN=C1)C,107.15599999999996,445.12,445.05
613-48-9,CCN(CC)C1=CC=C(C=C1)C,163.26400000000012,495.38,502.15
64-04-0,C1=CC=C(C=C1)CCN,121.18299999999994,481.85,477.15
89-87-2,CC1=CC(=C(C=C1)[N+](=O)[O-])C,151.16500000000008,571.1199999999999,516.15
460-19-5,C(#N)C#N,52.036,449.52,252.05
1121-55-7,C=CC1=CN=CC=C1,105.13999999999996,436.82,435.15
64-10-8,C1=CC=C(C=C1)NC(=O)N,136.15400000000005,563.01,511.15
98-95-3,C1=CC=C(C=C1)[N+](=O)[O-],123.11099999999996,515.4,483.85
100-36-7,CCN(CC)CCN,116.20799999999991,421.85,417.15
19961-27-4,CCNC(C)C,87.16599999999993,363.73,341.15
4285-42-1,CN(C1=CC=CC=C1)C(=O)Cl,169.61100000000005,513.06,553.15
7223-38-3,CN(C)CC#C,83.13399999999994,316.55999999999995,354.15
86-56-6,CN(C)C1=CC=CC2=CC=CC=C21,171.24300000000008,537.24,523.15
1070-01-5,CCCCCCCCCCN(CCCCCCCCCC)CCCCCCCCCC,437.841,898.44,679.15
628-20-6,C(CC#N)CCl,103.55199999999998,430.63,448.15
927-62-8,CCCCN(C)C,101.19299999999993,349.32,365.35
773-82-0,C(#N)C1=C(C(=C(C(=C1F)F)F)F)F,193.074,509.77,435.15
100-47-0,C1=CC=C(C=C1)C#N,103.12399999999997,488.52,464.15
758-96-3,CCC(=O)N(C)C,101.14899999999994,380.31,449.15
100-22-1,CN(C)C1=CC=C(C=C1)N(C)C,164.25200000000012,484.94,533.15
1529-41-5,C1=CC(=CC(=C1)Cl)CC#N,151.59600000000006,553.81,534.15
2524-52-9,CCOC(=O)C1=CC=CC=N1,151.16500000000008,521.24,516.15
124-22-1,CCCCCCCCCCCCN,185.35500000000025,546.69,528.15
2978-58-7,CC(C)(C#C)N,83.13399999999996,373.42,352.65
5676-58-4,CC1=CC2=C(C=C1)OC(=N2)C,147.17700000000008,538.3599999999999,491.65
90-41-5,C1=CC=C(C=C1)C2=CC=CC=C2N,169.2270000000001,605.03,571.45
534-85-0,C1=CC=C(C=C1)NC2=CC=CC=C2N,184.2420000000001,655.2,586.15
544-13-8,C(CC#N)CC#N,94.11699999999998,518.16,559.15
122-37-2,C1=CC=C(C=C1)NC2=CC=C(C=C2)O,185.22600000000008,658.31,603.15
1197-37-1,CCOC1=CC(=C(C=C1)N)N,152.1970000000001,586.76,568.15
288-14-2,C1=CON=C1,69.06299999999999,367.16,368.55
594-39-8,CCC(C)(C)N,87.16599999999994,383.3,350.15
62-53-3,C1=CC=C(C=C1)N,93.12899999999996,436.09,457.25
594-71-8,CC(C)([N+](=O)[O-])Cl,123.53899999999996,454.28,415.15
1120-49-6,CCCCCCCCCCNCCCCCCCCCC,297.5709999999992,707.3699999999999,632.15
939-23-1,C1=CC=C(C=C1)C2=CC=NC=C2,155.20000000000007,558.3399999999999,554.15
4553-62-2,CC(CCC#N)C#N,108.14399999999996,540.5999999999999,543.15
675-20-7,C1CCNC(=O)C1,99.13299999999995,454.59,533.15
3217-86-5,CCCNC(=O)CC,115.17599999999992,440.92,488.15
606-21-3,C1=CC(=C(C(=C1)[N+](=O)[O-])Cl)[N+](=O)[O-],202.55300000000005,714.6299999999999,588.15
110-96-3,CC(C)CNCC(C)C,129.24699999999993,431.93,412.75
95-70-5,CC1=C(C=CC(=C1)N)N,122.17099999999996,541.46,546.65
95-53-4,CC1=CC=CC=C1N,107.15599999999996,463.95,473.15
92-93-3,C1=CC=C(C=C1)C2=CC=C(C=C2)[N+](=O)[O-],199.2090000000001,684.3399999999999,613.15
1885-29-6,C1=CC=C(C(=C1)C#N)N,118.13899999999995,566.03,536.15
2961-47-9,CCCCC(CCCC)C1=CC=NC=C1,205.3450000000002,599.8599999999999,538.15
760-79-2,CCCC(=O)N(C)C,115.17599999999992,403.19,459.15
4079-68-9,CCN(CC)CC#C,111.18799999999992,362.32,393.15
620-93-9,CC1=CC=C(C=C1)NC2=CC=C(C=C2)C,197.2810000000001,633.4100000000001,603.65
108-77-0,C1(=NC(=NC(=N1)Cl)Cl)Cl,184.413,578.27,465.15
1943-16-4,C([N+](=O)[O-])([N+](=O)[O-])([N+](=O)[O-])Cl,185.479,712.2,429.15
75-64-9,CC(C)(C)N,73.13899999999995,360.42,317.17
95-21-6,CC1=NC2=CC=CC=C2O1,133.15,510.5,473.65
542-76-7,C(CCl)C#N,89.52499999999999,407.75,448.65
15521-18-3,CC(CO)N(C)C,103.16499999999994,418.18,423.45
620-88-2,C1=CC=C(C=C1)OC2=CC=C(C=C2)[N+](=O)[O-],215.20800000000008,706.76,593.15
288-88-0,C1=NC=NN1,69.06699999999998,419.58,477.15
134-32-7,C1=CC=C2C(=C1)C=CC=C2N,143.18900000000005,551.5699999999999,573.8499999999999
611-32-5,CC1=C2C(=CC=C1)C=CC=N2,143.18900000000005,532.74,520.55
612-25-9,C1=CC=C(C(=C1)CO)[N+](=O)[O-],153.13700000000006,635.4399999999999,543.15
624-75-9,C(C#N)I,166.949,440.58,458.15
1462-84-6,CC1=C(N=C(C=C1)C)C,121.18299999999994,472.98,443.15
1477-55-0,C1=CC(=CC(=C1)CN)CN,136.19800000000006,559.3599999999999,520.15
290-87-9,C1=NC=NC=N1,81.07799999999999,451.04,386.15
93-50-5,COC1=C(C=CC(=C1)Cl)N,157.60000000000008,528.78,533.15
627-05-4,CCCC[N+](=O)[O-],103.12099999999997,442.96,425.95
121-73-3,C1=CC(=CC(=C1)Cl)[N+](=O)[O-],157.55600000000004,557.81,509.65
137-07-5,C1=CC=C(C(=C1)N)S,125.19599999999996,503.93,507.15
2403-88-5,CC1(CC(CC(N1)(C)C)O)C,157.25700000000018,556.94,486.65
92-87-5,C1=CC(=CC=C1C2=CC=C(C=C2)N)N,184.2420000000001,682.54,674.15
354-38-1,C(=O)(C(F)(F)F)N,113.038,366.34,435.65
7144-05-0,C1CNCCC1CN,114.19199999999992,477.51,473.15
271-44-3,C1=CC=C2C(=C1)C=NN2,118.13899999999995,504.24,542.15
35161-71-8,CNCC#C,69.10699999999997,331.41,356.15
140-75-0,C1=CC(=CC=C1CN)F,125.14599999999996,463.22,456.15
2346-00-1,CC1=NCCS1,101.17399999999996,416.74,418.15
556-64-9,CSC#N,73.11999999999999,416.22,406.05
483-64-7,CNC1=C(C=CC=C1OC)C(=O)OC,195.21800000000007,595.8499999999999,544.15
4062-60-6,CC(C)(C)NCCNC(C)(C)C,172.31600000000023,522.28,462.15
15647-11-7,CC1(CC(CC(C1)(C)CN)O)C,171.2840000000002,603.8,538.15
613-90-1,C1=CC=C(C=C1)C(=O)C#N,131.134,565.27,479.15
151-56-4,C1CN1,43.06900000000001,305.32,327.15
288-36-8,C1=NNN=C1,69.06699999999998,419.58,477.15
583-61-9,CC1=C(N=CC=C1)C,107.15599999999996,445.12,434.25
554-00-7,C1=CC(=C(C=C1Cl)Cl)N,162.01900000000003,520.9100000000001,518.15
105-83-9,CN(CCCN)CCCN,145.25000000000014,517.26,505.15
629-60-7,CCCCCCCCCCCCC#N,195.35000000000025,599.1199999999999,575.15
877-43-0,CC1=CC2=C(C=C1)N=C(C=C2)C,157.2160000000001,560.5999999999999,541.25
536-75-4,CCC1=CC=NC=C1,107.15599999999996,440.14,441.15
2869-34-3,CCCCCCCCCCCCCN,199.38200000000023,569.5699999999999,546.15
16369-21-4,CCCNCCO,103.16499999999994,456.35,456.15
102-82-9,CCCCN(CCCC)CCCC,185.35500000000025,486.6,480.15
1070-71-9,C#CC#N,51.048,360.44,334.15
627-12-3,CCCOC(=O)N,103.12099999999997,421.87,469.15
289-80-5,C1=CC=NN=C1,80.08999999999997,420.22,481.15
628-02-4,CCCCCC(=O)N,115.17599999999992,463.28,531.15
121-44-8,CCN(CC)CC,101.19299999999993,349.32,361.95
14548-46-0,C1=CC=C(C=C1)C(=O)C2=CC=NC=C2,183.2100000000001,635.0899999999999,588.15
496-72-0,CC1=CC(=C(C=C1)N)N,122.17099999999996,541.46,538.15
102-71-6,C(CO)N(CCO)CCO,149.19000000000014,625.8599999999999,623.15
95-74-9,CC1=C(C=C(C=C1)N)Cl,141.60100000000006,506.36,506.15
24840-05-9,C1=CC=C(C=C1)C=CC#N,129.16199999999998,538.44,522.15
698-69-1,CN(C)C1=CC=C(C=C1)Cl,155.62800000000007,464.17,504.15
1187-58-2,CCC(=O)NC,87.12199999999996,395.16,480.15
1003-31-2,C1=CSC(=C1)C#N,109.15299999999998,487.16,466.15
1196-57-2,C1=CC=C2C(=C1)NC(=O)C=N2,146.14900000000003,599.21,634.15
109-75-1,C=CCC#N,67.09099999999998,389.88,390.15
683-72-7,C(C(=O)N)(Cl)Cl,127.95799999999998,446.18,507.15
1453-58-3,CC1=CC=NN1,82.10599999999997,416.62,477.15
5332-25-2,C1=CC2=C(C=CC(=C2)Br)N=C1,208.058,576.02,554.15
578-54-1,CCC1=CC=CC=C1N,121.18299999999994,486.83,486.15
94-09-7,CCOC(=O)C1=CC=C(C=C1)N,165.1920000000001,567.93,583.15
6125-24-2,C1=CC=C(C=C1)CC[N+](=O)[O-],151.16500000000008,561.16,523.15
103-67-3,CNCC1=CC=CC=C1,121.18299999999992,459.49,453.65
288-99-3,C1=NN=CO1,70.05099999999999,397.98,423.15
30273-11-1,CCC(C)C1=CC=C(C=C1)N,149.2370000000001,532.1500000000001,511.15
230-27-3,C1=CC=C2C(=C1)C=CC3=C2N=CC=C3,179.22200000000004,620.36,614.45
6848-13-1,CN(C)C1=CC(=CC=C1)Cl,155.62800000000007,464.17,505.15
141-43-5,C(CO)N,61.08400000000002,410.07,443.45
871-76-1,C(CSCCN)N,120.22099999999996,504.96,505.15
98-94-2,CN(C)C1CCCCC1,127.2309999999999,414.63,434.15
100-55-0,C1=CC(=CN=C1)CO,109.12799999999996,509.44,539.15
670-96-2,C1=CC=C(C=C1)C2=NC=CN2,144.17700000000005,557.7,613.15
107-13-1,C=CC#N,53.06400000000001,367.0,350.35
51-80-9,CN(C)CN(C)C,102.18099999999993,338.88,356.65
1674-56-2,CC(CN)O,75.11099999999996,432.51,414.15
105-40-8,CCOC(=O)NC,103.12099999999997,399.51,442.15
618-40-6,CN(C1=CC=CC=C1)N,122.17099999999994,471.41,502.15
91-68-9,CCN(CC)C1=CC(=CC=C1)O,165.2360000000001,548.1399999999999,549.15
108-16-7,CC(CN(C)C)O,103.16499999999994,418.18,397.65
7119-92-8,CCN(CC)[N+](=O)[O-],118.13599999999994,455.4,479.65
106-49-0,CC1=CC=C(C=C1)N,107.15599999999996,463.95,474.15
83-34-1,CC1=CNC2=CC=CC=C12,131.178,501.28,539.15
645-09-0,C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)N,166.13600000000005,669.66,585.65
110-91-8,C1COCCN1,87.12199999999996,390.84,401.35
1149-24-2,CCOC(=O)C1=CC(=C(N=C1C)C)C(=O)OCC,251.2820000000001,708.8,574.15
606-20-2,CC1=C(C=CC=C1[N+](=O)[O-])[N+](=O)[O-],182.13500000000005,700.0799999999999,558.15
124-40-3,CNC,45.085000000000015,295.53,280.45
625-50-3,CCNC(=O)C,87.12199999999994,395.16,478.15
698-01-1,CN(C)C1=CC=CC=C1Cl,155.62800000000007,464.17,478.15
616-24-0,CCC(CC)N,87.16599999999994,386.09,362.15
693-93-6,CC1=COC=N1,83.08999999999999,395.02,361.15
109-97-7,C1=CNC=C1,67.09099999999998,357.94,402.89
109-85-3,COCCN,75.11099999999996,363.19,368.15
110-59-8,CCCCC#N,83.13399999999996,416.08,413.15
102851-06-9,CC(C)C(C(=O)OC(C#N)C1=CC(=CC=C1)OC2=CC=CC=C2)NC3=C(C=C(C=C3)C(F)(F)F)Cl,502.9199999999997,1153.04,723.15
615-18-9,C1=CC=C2C(=C1)N=C(O2)Cl,153.56800000000004,525.05,474.65
615-20-3,C1=CC=C2C(=C1)N=C(S2)Cl,169.63600000000002,545.9300000000001,521.15
86-53-3,C1=CC=C2C(=C1)C=CC=C2C#N,153.18400000000003,604.0,572.15
111-18-2,CN(C)CCCCCCN(C)C,172.3160000000002,453.28,482.65
62-23-7,C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],167.12,688.77,593.15
627-35-0,CCCNC,73.13899999999997,341.29,336.15
89-58-7,CC1=CC(=C(C=C1)C)[N+](=O)[O-],151.16500000000008,571.1199999999999,513.65
104-90-5,CCC1=CN=C(C=C1)C,121.18299999999994,468.0,451.15
1467-79-4,CN(C)C#N,70.09499999999997,382.76,435.15
611-35-8,C1=CC=C2C(=C1)C(=CC=N2)Cl,163.60700000000003,547.29,535.15
5459-58-5,CCCCOC(=O)CC#N,141.17000000000007,520.06,504.15
112-57-2,C(CNCCNCCNCCN)N,189.30700000000024,678.21,614.65
99-97-8,CC1=CC=C(C=C1)N(C)C,135.21000000000004,449.62,484.15
140-53-4,C1=CC(=CC=C1CC#N)Cl,151.59600000000006,553.81,538.15
634-67-3,C1=CC(=C(C(=C1N)Cl)Cl)Cl,196.46400000000003,563.3199999999999,565.15
506-77-4,C(#N)Cl,61.471,361.99,286.15
618-85-9,CC1=CC(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-],182.13500000000005,700.0799999999999,598.15
24425-40-9,C1CC2=C(C1)C=C(C=C2)N,133.19400000000002,526.0999999999999,521.15
102-56-7,COC1=CC(=C(C=C1)OC)N,153.1810000000001,536.6499999999999,543.15
321-98-2,CC(C(C1=CC=CC=C1)O)NC,165.2360000000001,596.55,498.15
937-33-7,CC(C)(C)NC1=CC=CC=C1,149.23700000000014,502.02,488.15
626-60-8,C1=CC(=CN=C1)Cl,113.54699999999998,431.81,424.15
2579-20-6,C1CC(CC(C1)CN)CN,142.24600000000012,542.5799999999999,493.15
110-72-5,CCNCCN,88.15399999999994,413.82,402.15
111-42-2,C(CO)NCCO,105.13699999999994,525.65,544.3499999999999
75-04-7,CCN,45.085000000000015,317.89,289.75
99-08-1,CC1=CC(=CC=C1)[N+](=O)[O-],137.13800000000006,543.26,505.25
98-46-4,C1=CC(=CC(=C1)[N+](=O)[O-])C(F)(F)F,191.108,537.8399999999999,475.95
289-95-2,C1=CN=CN=C1,80.08999999999997,420.22,396.95
3978-81-2,CC(C)(C)C1=CC=NC=C1,135.21000000000004,482.67,470.15
4164-28-7,CN(C)[N+](=O)[O-],90.08199999999997,409.64,460.15
107-15-3,C(CN)N,60.100000000000016,390.42,390.05
2570-26-5,CCCCCCCCCCCCCCCN,227.4360000000003,615.3299999999999,585.15
2243-27-8,CCCCCCCCC#N,139.24200000000008,507.6,498.15
1187-03-7,CCN(CC)C(=O)N(CC)CC,172.27200000000016,484.27,481.15
101-77-9,C1=CC(=CC=C1CC2=CC=C(C=C2)N)N,198.2690000000001,705.4200000000001,652.15
66333-88-8,CC1=CN=CO1,83.08999999999997,395.02,361.15
942-01-8,C1CCC2=C(C1)C3=CC=CC=C3N2,171.2430000000001,590.5799999999999,600.65
75-52-5,C[N+](=O)[O-],61.04000000000001,374.32,374.34
635-46-1,C1CC2=CC=CC=C2NC1,133.19400000000002,501.41,523.65
2217-41-6,C1CCC2=C(C1)C=CC=C2N,147.2210000000001,553.25,551.15
614-96-0,CC1=CC2=C(C=C1)NC=C2,131.178,501.28,540.15
1484-84-0,C1CCNC(C1)CCO,129.20299999999995,520.04,477.15
121-89-1,CC(=O)C1=CC(=CC=C1)[N+](=O)[O-],165.14800000000005,620.01,475.15
605-71-0,C1=CC2=C(C=CC=C2[N+](=O)[O-])C(=C1)[N+](=O)[O-],218.16800000000003,787.7,644.15
353-85-5,C(#N)C(F)(F)F,95.023,342.02,204.35
78-97-7,CC(C#N)O,71.07899999999998,462.06,457.15
606-46-2,CCN(CC)C1=CC=CC=C1C,163.26400000000012,495.38,482.15
771-99-3,C1CNCCC1C2=CC=CC=C2,161.2480000000001,546.06,530.15
624-80-6,CCNN,60.100000000000016,368.06,374.15
629-08-3,CCCCCCC#N,111.18799999999992,461.84,456.15
1119-49-9,CCCCNC(=O)C,115.17599999999992,440.92,502.15
104-96-1,CSC1=CC=C(C=C1)N,139.22300000000007,532.73,545.65
626-43-7,C1=C(C=C(C=C1Cl)Cl)N,162.01900000000003,520.9100000000001,534.15
100-54-9,C1=CC(=CN=C1)C#N,104.11199999999998,519.3399999999999,476.15
121-72-2,CC1=CC(=CC=C1)N(C)C,135.21000000000004,449.62,467.15
108-89-4,CC1=CC=NC=C1,93.12899999999996,417.26,418.45
1198-37-4,CC1=CC(=NC2=CC=CC=C12)C,157.2160000000001,560.5999999999999,540.15
88-05-1,CC1=CC(=C(C(=C1)C)N)C,135.21000000000004,519.6700000000001,505.65
494-52-0,C1CCNC(C1)C2=CN=CC=C2,162.23600000000013,576.8799999999999,549.15
1194-65-6,C1=CC(=C(C(=C1)Cl)C#N)Cl,172.014,573.3399999999999,543.15
771-60-8,C1(=C(C(=C(C(=C1F)F)F)F)F)N,183.079,457.34,426.65
636-41-9,CC1=CC=CN1,81.11799999999997,385.8,421.15
93-88-9,CC(CNC)C1=CC=CC=C1,149.23700000000014,504.81,480.65
136-80-1,CC1=CC=CC=C1NCCO,151.20900000000012,579.53,558.65
610-67-3,CCOC1=CC=CC=C1[N+](=O)[O-],167.16400000000007,588.56,540.15
580-16-5,C1=CC2=C(C=CC(=C2)O)N=C1,145.16100000000006,585.5,633.15
15121-84-3,C1=CC=C(C(=C1)CCO)[N+](=O)[O-],167.16400000000007,658.3199999999999,540.15
5910-89-4,CC1=NC=CN=C1C,108.14399999999996,475.94,434.15
93-05-0,CCN(CC)C1=CC=C(C=C1)N,164.25200000000012,545.03,534.15
124-30-1,CCCCCCCCCCCCCCCCCCN,269.51699999999994,683.97,623.15
1125-80-0,CC1=CC2=CC=CC=C2C=N1,143.18900000000005,532.74,526.15
573-26-2,CC1=CC=CC=C1N(C)C(=O)C,163.2200000000001,526.37,533.15
534-26-9,CC1=NCCN1,84.12199999999996,417.46,469.65
27464-82-0,CC1=NN=C(S1)C,114.17299999999996,474.58,475.65
600-40-8,CC([N+](=O)[O-])[N+](=O)[O-],120.06399999999998,548.5999999999999,458.65
613-29-6,CCCCN(CCCC)C1=CC=CC=C1,205.3450000000002,559.04,547.95
620-40-6,C1=CC=C(C=C1)CN(CC2=CC=CC=C2)CC3=CC=CC=C3,287.40599999999955,772.56,658.15
122-98-5,C1=CC=C(C=C1)NCCO,137.18200000000007,551.6700000000001,553.15
1570-45-2,CCOC(=O)C1=CC=NC=C1,151.16500000000008,521.24,494.15
99-12-7,CC1=CC(=CC(=C1)[N+](=O)[O-])C,151.16500000000008,571.1199999999999,547.15
111-69-3,C(CCC#N)CC#N,108.14399999999996,541.04,568.15
23012-10-4,CC1=NC=CO1,83.08999999999996,395.02,360.65
632-14-4,CNC(=O)N(C)C,102.13699999999994,407.6,505.65
111-51-3,CN(C)CCCCN(C)C,144.2620000000001,407.52,441.15
91-21-4,C1CNCC2=CC=CC=C21,133.194,501.41,505.65
67-62-9,CON,47.05700000000001,317.43,322.15
75-55-8,CC1CN1,57.09600000000002,323.53,340.15
120-66-1,CC1=CC=CC=C1NC(=O)C,149.1930000000001,541.22,569.15
91-19-0,C1=CC=C2C(=C1)N=CC=N2,130.15,535.7,500.15
93-26-5,CC(=O)NC1=CC=CC=C1OC,165.1920000000001,563.6399999999999,577.15
545-06-2,C(#N)C(Cl)(Cl)Cl,144.388,456.5,358.85
108-71-4,CC1=CC(=CC(=C1)N)N,122.17099999999996,541.46,557.15
615-36-1,C1=CC=C(C(=C1)N)Br,172.02500000000003,507.23,502.15
2402-78-0,C1=CC(=NC(=C1)Cl)Cl,147.99200000000005,474.22,484.15
91-59-8,C1=CC=C2C=C(C=CC2=C1)N,143.18900000000005,551.5699999999999,579.3499999999999
615-65-6,CC1=CC(=C(C=C1)N)Cl,141.60100000000006,506.36,493.15
591-84-4,CC(C)CSC#N,115.20099999999996,484.42,448.15
156-87-6,C(CN)CO,75.11099999999995,432.95,458.15
1738-36-9,COCC#N,71.07899999999998,392.74,394.15
88-73-3,C1=CC=C(C(=C1)[N+](=O)[O-])Cl,157.55600000000004,557.81,519.3499999999999
563-83-7,CC(C)C(=O)N,87.12199999999996,417.08,490.15
76-06-2,C([N+](=O)[O-])(Cl)(Cl)Cl,164.37500000000003,483.38,385.15
140-55-6,CCCC1CCC(CN1)O,143.23000000000013,538.25,509.15
21291-99-6,C(C(CN)N)N,89.14199999999995,485.39,463.15
504-78-9,C1CSCN1,89.16299999999997,384.57,437.65
79-46-9,CC(C)[N+](=O)[O-],89.09399999999997,419.64,393.35
583-75-5,CC1=C(C=CC(=C1)Br)N,186.05200000000008,535.09,513.15
79-16-3,CC(=O)NC,73.09499999999997,372.28,481.15
594-72-9,CC([N+](=O)[O-])(Cl)Cl,143.95700000000002,468.83,396.65
112-20-9,CCCCCCCCCN,143.27400000000011,478.05,471.15
2947-61-7,CC1=CC=C(C=C1)CC#N,131.178,539.26,515.65
2987-53-3,CSC1=CC=CC=C1N,139.22300000000007,532.73,507.15
2531-80-8,CCOC(=O)C(C)[N+](=O)[O-],147.13000000000008,523.6199999999999,463.65
1117-97-1,CNOC,61.08400000000002,317.95,315.54999999999995
2859-68-9,C1=CC=NC(=C1)CCCO,137.18200000000007,555.2,533.3499999999999
91-65-6,CCN(CC)C1CCCCC1,155.28500000000017,460.39,465.15
620-81-5,C1=CC=C(C=C1)NC(=O)C(=O)NC2=CC=CC=C2,240.26200000000009,781.3599999999999,633.15
2057-49-0,C1=CC=C(C=C1)CCCC2=CC=NC=C2,197.2810000000001,626.98,595.15
2783-17-7,C(CCCCCCN)CCCCCN,200.37000000000023,619.22,572.15
110-58-7,CCCCCN,87.16599999999994,386.53,377.85
538-90-9,CC=CC1CCCCN1,125.21499999999992,454.9,441.15
102-70-5,C=CCN(CC=C)CC=C,137.22600000000006,408.0,423.15
625-77-4,CC(=O)NC(=O)C,101.10499999999996,449.03,496.65
700-16-3,C1(=C(C(=NC(=C1F)F)F)F)F,169.052,410.65,356.15
1120-64-5,CC1=NCCO1,85.10599999999995,395.86,384.15
91-22-5,C1=CC=C2C(=C1)C=CC=N2,129.16199999999998,504.88,510.25
109-81-9,CNCCN,74.12699999999995,390.94,388.65
384-22-5,C1=CC=C(C(=C1)C(F)(F)F)[N+](=O)[O-],191.10800000000003,537.8399999999999,490.15
6850-57-3,COC1=CC=CC=C1CN,137.18200000000007,509.25,501.15
581-89-5,C1=CC=C2C=C(C=CC2=C1)[N+](=O)[O-],173.17100000000002,630.8799999999999,587.15
91-62-3,CC1=CC2=C(C=C1)N=CC=C2,143.18900000000008,532.74,538.15
586-78-7,C1=CC(=CC=C1[N+](=O)[O-])Br,202.007,586.54,525.15
253-52-1,C1=CC=C2C=NN=CC2=C1,130.15,535.7,589.15
628-05-7,CCCCC[N+](=O)[O-],117.14799999999994,465.84,445.65
613-93-4,CNC(=O)C1=CC=CC=C1,135.16600000000005,513.3599999999999,567.15
156-43-4,CCOC1=CC=C(C=C1)N,137.18200000000007,509.25,527.15
505-66-8,C1CNCCNC1,100.16499999999994,439.59,442.15
645-59-0,C1=CC=C(C=C1)CCC#N,131.178,534.28,534.15
99-92-3,CC(=O)C1=CC=C(C=C1)N,135.16600000000005,540.7,567.15
101-54-2,C1=CC=C(C=C1)NC2=CC=C(C=C2)N,184.2420000000001,655.2,627.15
2516-34-9,C1CC(C1)N,71.12299999999996,374.66,356.15
1115-12-4,C(#N)C(=O)C#N,80.046,526.27,338.65
2508-29-4,C(CCN)CCO,103.16499999999994,478.71,494.65
626-64-2,C1=CNC=CC1=O,95.10099999999996,452.91,623.15
95-82-9,C1=CC(=C(C=C1Cl)N)Cl,162.01900000000003,520.9100000000001,523.15
617-90-3,C1=COC(=C1)C#N,93.08499999999998,466.28,420.15
66-71-7,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,180.2100000000001,651.1800000000001,682.3499999999999
3581-91-7,CC1=C(SC=N1)C,113.18499999999996,443.76,431.15
544-00-3,CC(C)CCNCCC(C)C,157.30100000000022,477.69,460.15
582-33-2,CCOC(=O)C1=CC(=CC=C1)N,165.1920000000001,567.93,567.15
3438-46-8,CC1=NC=NC=C1,94.11699999999996,448.08,415.15
122-39-4,C1=CC=C(C=C1)NC2=CC=CC=C2,169.2270000000001,577.69,578.25
92-36-4,CC1=CC2=C(C=C1)N=C(S2)C3=CC=C(C=C3)N,240.33100000000007,777.8299999999999,707.15
629-79-8,CCCCCCCCCCCCCCCC#N,237.43100000000027,667.76,606.15
95-51-2,C1=CC=C(C(=C1)N)Cl,127.57399999999996,478.5,482.15
1135-12-2,C1=CC=C(C=C1)CC2=CC=C(C=C2)N,183.2540000000001,627.9100000000001,573.15
614-18-6,CCOC(=O)C1=CN=CC=C1,151.16500000000008,521.24,494.15
579-10-2,CC(=O)N(C)C1=CC=CC=C1,149.1930000000001,498.50999999999993,529.15
91-49-6,CCCCN(C1=CC=CC=C1)C(=O)C,191.2740000000001,567.1499999999999,554.15
102-86-3,CCCCCCN(CCCCCC)CCCCCC,269.51699999999994,623.8799999999999,534.8499999999999
636-98-6,C1=CC(=CC=C1[N+](=O)[O-])I,249.007,613.52,561.15
100-48-1,C1=CN=CC=C1C#N,104.11199999999997,519.3399999999999,459.15
14321-27-8,CCNCC1=CC=CC=C1,135.21,482.37,467.15
79-05-0,CCC(=O)N,73.09499999999997,394.64,486.15
4403-69-4,C1=CC=C(C(=C1)CN)N,122.17099999999996,536.48,542.15
350-30-1,C1=CC(=C(C=C1[N+](=O)[O-])Cl)F,175.54600000000002,562.06,502.65
55-21-0,C1=CC=C(C=C1)C(=O)N,121.13899999999995,512.8399999999999,579.15
5399-02-0,CCCCCCCCCCCCCCCCC#N,251.45800000000028,690.64,622.15
96-31-1,CNC(=O)NC,88.10999999999996,422.45,542.15
612-57-7,C1=CC2=C(C=CC(=C2)Cl)N=C1,163.60700000000006,547.29,535.15
16529-66-1,CC=CCC#N,81.11799999999997,420.24,417.15
2016-57-1,CCCCCCCCCCN,157.3010000000002,500.93,490.15
1885-38-7,C1=CC=C(C=C1)C=CC#N,129.16199999999998,538.44,536.95
85-02-9,C1=CC=C2C(=C1)C=CC3=C2C=CC=N3,179.2220000000001,620.36,625.15
930-62-1,CC1=CN=C(N1)C,96.13299999999995,444.48,540.15
111-86-4,CCCCCCCCN,129.24699999999993,455.17,451.75
625-48-9,C(CO)[N+](=O)[O-],91.06599999999996,489.38,468.15
622-42-4,C1=CC=C(C=C1)C[N+](=O)[O-],137.13800000000006,538.28,509.15
122-07-6,CNCC(OC)OC,119.16399999999992,408.57,413.15
88-74-4,C1=CC=C(C(=C1)N)[N+](=O)[O-],138.12600000000006,592.91,558.15
100-37-8,CCN(CC)CCO,117.19199999999992,441.5,435.28
629-37-8,CCCCCCCC[N+](=O)[O-],159.22900000000016,534.48,481.65
529-65-7,CCN(C1=CC=CC=C1)C(=O)C,163.22000000000008,521.3899999999999,533.15
118-44-5,CCNC1=CC=CC2=CC=CC=C21,171.24300000000008,574.97,578.15
338-83-0,C(C(N(C(C(C(F)(F)F)(F)F)(F)F)C(C(C(F)(F)F)(F)F)(F)F)(F)F)(C(F)(F)F)(F)F,521.0639999999999,373.56,402.85
107-12-0,CCC#N,55.08000000000001,370.32,370.45
611-34-7,C1=CC(=C2C=CC=NC2=C1)N,144.17700000000005,582.3899999999999,583.15
